old_qd_number,qd_number,cx,cy,r,r_A,area,area_A2,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,background_inner_radius_px,background_outer_radius_px,background_inner_radius_A,background_outer_radius_A,background_pixel_count,manual_status,fwhm_x_px,fwhm_y_px,fwhm_px,fwhm_x_A,fwhm_y_A,fwhm_A,mask_number,gt_match_distance_px
,69,448.0,78.0,2.6462837142006137,25.84261439649037,22.0,2098.08349609375,0.5802132715691851,-5.5326375425490675e-11,-9.242587806213011e-10,8.689324051958102e-10,0.8689324051958103,8.689324051958103,2.6462837142006137,3.969425571300921,25.84261439649037,38.76392159473555,24.0,automatic,,0.9602414599118116,0.9602414599118116,,9.377358006951283,9.377358006951283,11,0.9812287793146638
18.0,17,23.0,98.0,4.478115991081385,43.73160147540415,63.0,6008.148193359375,0.9213165736857096,1.2778905711385844e-09,3.5461794611890696e-10,9.232726250196776e-10,0.9232726250196776,9.232726250196777,4.478115991081385,6.717173986622077,43.73160147540415,65.59740221310622,76.0,automatic,6.602812700885165,7.971045620501648,7.286929160693407,64.48059278208169,77.84224238771141,71.16141758489655,12,1.661746327403476
31.0,28,318.0,114.0,4.853342309955121,47.39592099565547,74.0,7057.18994140625,0.9694901259935806,1.489123602205211e-09,4.5671649795409053e-10,1.0324071042511207e-09,1.0324071042511207,10.324071042511209,4.853342309955121,7.280013464932681,47.39592099565547,71.09388149348321,100.0,automatic,7.702225451337568,6.911541282891825,7.306883367114697,75.21704542321844,67.49552034074048,71.35628288197947,14,1.342198734684749
53.0,50,446.0,119.0,4.259537945889915,41.597050252831195,57.0,5435.943603515625,0.9044209553219188,1.1375671515878594e-09,4.649939044920614e-10,6.725732470957978e-10,0.6725732470957979,6.725732470957979,4.259537945889915,6.389306918834873,41.597050252831195,62.3955753792468,68.0,automatic,4.376305332237438,7.041182833645033,5.7087440829412355,42.73735676013123,68.76155110981477,55.749453934973005,15,2.613328528082715
52.0,49,409.0,127.0,3.656366395715726,35.706703083161386,42.0,4005.43212890625,1.0439086621127165,9.722834759529062e-10,2.7961506721130286e-10,6.926684087416034e-10,0.6926684087416035,6.926684087416035,3.656366395715726,5.48454959357359,35.706703083161386,53.56005462474209,52.0,automatic,5.679527534928134,4.222089981846621,4.950808758387378,55.46413608328256,41.23134747897091,48.347741781126736,17,0.693343798979115
69.0,64,351.0,143.0,9.07977205229304,88.66964894817423,259.0,24700.164794921875,0.9028272777139452,3.765496803254109e-09,8.125450867702e-10,2.952951716483909e-09,2.952951716483909,29.529517164839092,9.07977205229304,13.619658078439562,88.66964894817423,133.00447342226136,332.0,automatic,18.632743186703298,14.47648709102796,16.55461513886563,181.96038268264937,141.37194424831992,161.66616346548466,19,1.1760607620090888
59.0,56,119.0,139.0,4.029119531035698,39.34687042027048,51.0,4863.739013671875,1.048105002095688,-8.807837792446093e-10,-1.993568088387576e-09,1.1127843091429668e-09,1.1127843091429668,11.127843091429668,4.029119531035698,6.043679296553547,39.34687042027048,59.02030563040573,64.0,automatic,5.894512640804436,5.436370541580882,5.665441591192659,57.56360000785582,53.089556070125795,55.32657803899081,20,1.1043237521826479
26.0,24,172.0,150.0,4.370193722368317,42.677673070003095,60.0,5722.0458984375,1.0554331285614569,1.1140371958262563e-09,2.2560199541832302e-10,8.884352004079331e-10,0.8884352004079332,8.884352004079332,4.370193722368317,6.555290583552475,42.677673070003095,64.01650960500464,76.0,automatic,8.385454630632761,6.392422109248242,7.388938369940502,81.88920537727306,62.42599716062737,72.15760126895022,21,1.8553975315279556
20.0,19,51.0,158.0,4.029119531035698,39.34687042027048,51.0,4863.739013671875,1.048105002095688,1.1023427726186694e-09,3.6632989697249485e-10,7.360128756461747e-10,0.7360128756461748,7.360128756461748,4.029119531035698,6.043679296553547,39.34687042027048,59.02030563040573,64.0,automatic,5.937146110271991,7.428872104373731,6.683009107322861,57.97994248312491,72.54757914427472,65.26376081369982,22,1.1148916843787946
19.0,18,15.0,157.0,3.431831258788849,33.51397713660985,37.0,3528.594970703125,1.082181372265754,1.0221140600563672e-09,2.747138627690049e-10,7.474001972873622e-10,0.7474001972873623,7.474001972873623,3.431831258788849,5.147746888183273,33.51397713660985,50.27096570491478,52.0,automatic,5.0976288550672075,2.60031775110242,3.8489733030848137,49.7815317877657,25.39372803810957,37.58762991293763,23,0.5821799791496791
32.0,29,376.0,163.0,4.029119531035698,39.34687042027048,51.0,4863.739013671875,1.0001577183361308,1.2505224633585499e-09,5.702640859528428e-10,6.802583774057068e-10,0.6802583774057069,6.802583774057069,4.029119531035698,6.043679296553547,39.34687042027048,59.02030563040573,64.0,automatic,7.192026747584356,5.345479637888481,6.268753192736418,70.23463620687848,52.201949588754694,61.21829289781658,24,1.4863210712350663
28.0,25,206.0,170.0,4.1073621666150775,40.11095865835036,53.0,5054.473876953125,0.9494597340328548,1.2980722052802207e-09,6.152205689335942e-10,6.828516363466264e-10,0.6828516363466264,6.828516363466264,4.1073621666150775,6.161043249922616,40.11095865835036,60.16643798752555,72.0,automatic,5.141091158192159,5.530426079876536,5.335758619034348,50.20596834172031,54.0080671862943,52.1070177640073,25,1.3921408864676785
55.0,52,467.0,175.0,4.029119531035698,39.34687042027048,51.0,4863.739013671875,1.000157718336131,1.4105961954058444e-09,4.753657745215634e-10,9.35230420884281e-10,0.935230420884281,9.35230420884281,4.029119531035698,6.043679296553547,39.34687042027048,59.02030563040573,64.0,automatic,5.136425107162109,6.877908517547475,6.007166812354792,50.16040143712998,67.16707536667455,58.663738401902265,26,1.2063206600213312
54.0,51,445.0,176.0,5.046265044040321,49.27993207070626,80.0,7629.39453125,0.9385620426831546,1.7631556215036424e-09,5.372062239494824e-10,1.22594939755416e-09,1.2259493975541602,12.259493975541602,5.046265044040321,7.569397566060481,49.27993207070626,73.91989810605938,96.0,automatic,8.138531908566735,7.436132245135056,7.787332076850896,79.47785066959702,72.61847895639703,76.04816481299703,27,2.270049558930365
29.0,26,228.0,178.0,4.068428945128219,39.73075141726777,52.0,4959.1064453125,0.8250857838024525,1.4721590613220312e-09,7.698444937087601e-10,7.023145676132714e-10,0.7023145676132714,7.023145676132714,4.068428945128219,6.102643417692329,39.73075141726777,59.59612712590165,72.0,automatic,8.654504752648892,2.07579744749939,5.365151100074141,84.51664797508684,20.271459448236232,52.394053711661535,28,2.554509297591092
67.0,62,284.0,193.0,9.788323438736636,95.58909608141246,301.0,28705.596923828125,0.9393622607047168,5.713764128500998e-09,4.2474186667806885e-10,5.289022261822929e-09,5.289022261822929,52.89022261822929,9.788323438736636,14.682485158104956,95.58909608141246,143.3836441221187,380.0,automatic,19.041294783008716,18.22347046905151,18.632382626030115,185.9501443653195,177.96357879933117,181.95686158232533,29,1.8032401188763842
23.0,22,115.0,216.0,5.382025607773058,52.558843825908774,91.0,8678.436279296875,0.8922975722410582,1.8436537851940214e-09,7.678685742806833e-10,1.075785210913338e-09,1.075785210913338,10.75785210913338,5.382025607773058,8.073038411659587,52.558843825908774,78.83826573886316,124.0,automatic,7.947470147483685,8.730018912778204,8.338744530130946,77.61201315902036,85.25409094509965,81.43305205206002,31,0.879120879120876
22.0,21,63.0,218.0,4.51351666838205,44.07731121466846,64.0,6103.515625,1.078024168905294,1.3457648329051606e-09,5.364158284226761e-10,8.093490044824846e-10,0.8093490044824847,8.093490044824847,4.51351666838205,6.770275002573076,44.07731121466846,66.11596682200269,76.0,automatic,8.1627906876899,7.155771716599226,7.659281202144563,79.71475280947169,69.88058316991432,74.797667989693,32,0.26745691825974516
61.0,57,266.0,230.0,3.949327084834294,38.5676473128349,49.0,4673.004150390625,1.0780241689052945,1.0772311931361855e-09,9.992643518197396e-11,9.773047579542116e-10,0.9773047579542116,9.773047579542116,3.949327084834294,5.923990627251441,38.5676473128349,57.851470969252354,64.0,automatic,3.852399327329507,2.772666078662409,3.3125327029959584,37.62108718095222,27.07681717443759,32.348952177694905,33,1.828325420769385
21.0,20,13.0,233.0,3.826519928662906,37.36835867834869,46.0,4386.90185546875,1.0297931945632968,1.00778529965595e-09,3.4543294613609277e-10,6.623523535198571e-10,0.6623523535198572,6.623523535198572,3.826519928662906,5.739779892994359,37.36835867834869,56.052538017523034,56.0,automatic,4.255949942044213,3.828062340326854,4.042006141185533,41.56201115277551,37.38342129225443,39.472716222514975,34,0.48610173423908604
33.0,30,343.0,233.0,4.370193722368317,42.677673070003095,60.0,5722.0458984375,1.055433128561457,1.8246342214922606e-09,3.728855418883015e-10,1.4517486796039591e-09,1.4517486796039591,14.517486796039591,4.370193722368317,6.555290583552475,42.677673070003095,64.01650960500464,76.0,automatic,6.993374178376786,7.45534027933482,7.224357228855803,68.2946697107108,72.8060574153791,70.55036356304495,35,1.2333333333333485
24.0,23,164.0,238.0,4.1841419359420025,40.86076109318362,55.0,5245.208740234375,1.0786014609507295,1.4998200459359623e-09,5.861493790337845e-10,9.136706669021775e-10,0.9136706669021776,9.136706669021777,4.1841419359420025,6.276212903913004,40.86076109318362,61.29114163977543,64.0,automatic,7.62760934865047,5.415684495294881,6.521646921972676,74.48837254541475,52.88754389936408,63.68795822238941,36,0.7418983913855782
70.0,65,410.0,253.0,10.403141895720198,101.59318257539256,340.0,32424.9267578125,0.9255999170717358,5.046099094130341e-09,5.073133579891476e-10,4.538785736141193e-09,4.538785736141193,45.38785736141193,10.403141895720198,15.604712843580298,101.59318257539256,152.38977386308886,420.0,automatic,19.65230634662848,20.041470784860724,19.846888565744603,191.91705416629375,195.7174881334055,193.81727114984963,37,1.8602051827149106
34.0,31,302.0,256.0,4.145929793656026,40.48759564117213,54.0,5149.84130859375,1.05899052529708,1.207178024209554e-09,2.429172418771941e-10,9.6426078233236e-10,0.96426078233236,9.6426078233236,4.145929793656026,6.2188946904840385,40.48759564117213,60.73139346175819,64.0,automatic,5.612799042829087,6.143109934071067,5.877954488450077,54.8124906526278,59.99130794991276,57.40189930127029,38,1.8921540406585027
56.0,53,52.0,279.0,4.068428945128219,39.73075141726777,52.0,4959.1064453125,1.000496516347783,-7.731776885400166e-10,-1.931895643458858e-09,1.158717954918842e-09,1.158717954918842,11.58717954918842,4.068428945128219,6.102643417692329,39.73075141726777,59.59612712590165,72.0,automatic,3.125118160328052,6.799456115164179,4.962287137746115,30.51873203445363,66.40093862465018,48.4598353295519,39,2.3206367724367647
5.0,4,244.0,275.0,3.9088200952233594,38.17207124241562,48.0,4577.63671875,0.8826102659314882,1.1376461994672127e-09,3.9909373028557127e-10,7.385524691816413e-10,0.7385524691816414,7.385524691816414,3.9088200952233594,5.8632301428350395,38.17207124241562,57.25810686362343,64.0,automatic,4.867328992522445,6.951175398946203,5.909252195734324,47.532509692602005,67.88257225533401,57.70754097396801,40,2.524274510736824
65.0,60,105.0,295.0,10.509687459947386,102.6336666010487,347.0,33092.498779296875,0.91290090965776,5.947204506639991e-09,2.2695423318452868e-10,5.720250273455463e-09,5.720250273455463,57.20250273455463,10.509687459947386,15.76453118992108,102.6336666010487,153.95049990157304,428.0,automatic,18.594827830637936,20.55681936340784,19.57582359702289,181.5901155335736,200.7501890957797,191.17015231467664,41,1.7680015454107822
35.0,32,293.0,298.0,3.9088200952233594,38.17207124241562,48.0,4577.63671875,0.9673740686372484,1.667589510923051e-09,7.795617207317918e-10,8.880277901912591e-10,0.8880277901912592,8.880277901912592,3.9088200952233594,5.8632301428350395,38.17207124241562,57.25810686362343,64.0,automatic,4.666651162211535,7.967128987657885,6.31689007493471,45.572765255972016,77.80399402009654,61.68837963803428,42,0.2329237476562196
43.0,40,387.0,314.0,3.742410318509555,36.54697576669488,44.0,4196.1669921875,1.0387885383446205,1.118731107752069e-09,3.2951812112269607e-10,7.892129866293728e-10,0.7892129866293729,7.892129866293729,3.742410318509555,5.613615477764332,36.54697576669488,54.820463650042306,52.0,automatic,4.031414149943705,5.644671787823006,4.8380429688833555,39.369278808043994,55.12374792795904,47.24651336800152,43,0.7757294620853089
45.0,42,487.0,317.0,4.145929793656026,40.48759564117213,54.0,5149.84130859375,1.1097582375130812,1.796726101233048e-09,4.885942761490013e-10,1.3081318250840466e-09,1.3081318250840468,13.081318250840468,4.145929793656026,6.2188946904840385,40.48759564117213,60.73139346175819,64.0,automatic,5.885128311678317,6.16958510382096,6.027356707749639,57.47195616873356,60.24985452950157,58.860905349117566,44,1.3721210039142937
44.0,41,422.0,322.0,4.61809077155419,45.09854269095889,67.0,6389.617919921875,1.0031613793979823,1.6942636182903923e-09,6.314319900280195e-10,1.0628316282623727e-09,1.0628316282623729,10.628316282623729,4.61809077155419,6.927136157331285,45.09854269095889,67.64781403643833,76.0,automatic,6.870745303006942,7.0134232190629024,6.942084261034922,67.09712209967716,68.49046112366116,67.79379161166916,45,0.30221577210919026
4.0,3,186.0,333.0,3.826519928662906,37.36835867834869,46.0,4386.90185546875,1.11904675662114,1.277436045832303e-09,5.589841090003489e-10,7.184519368319542e-10,0.7184519368319542,7.184519368319542,3.826519928662906,5.739779892994359,37.36835867834869,56.052538017523034,56.0,automatic,6.145855209813558,2.824353991806454,4.485104600810006,60.01811728333553,27.581581951234902,43.79984961728521,46,0.4787546857727173
6.0,5,242.0,339.0,3.867888913947525,37.77235267526879,47.0,4482.269287109375,1.0340231824193642,9.483963614442814e-10,2.663944204117641e-10,6.820019410325172e-10,0.6820019410325173,6.820019410325173,3.867888913947525,5.801833370921287,37.77235267526879,56.658529012903195,56.0,automatic,4.481629558850898,6.429919578026227,5.455774568438562,43.7659136606533,62.792183379162374,53.27904851990783,47,2.212765957446834
62.0,58,318.0,339.0,5.201570947860099,50.79659128769628,85.0,8106.231689453125,0.948591829740836,1.1629029961213178e-09,-1.240399796764713e-10,1.286942975797789e-09,1.286942975797789,12.86942975797789,5.201570947860099,7.802356421790149,50.79659128769628,76.19488693154443,96.0,automatic,8.05382444423076,7.3655830241914995,7.709703734211129,78.65062933819101,71.92952172062012,75.29007552940556,48,1.077032961426894
42.0,39,348.0,341.0,4.51351666838205,44.07731121466846,64.0,6103.515625,0.9582437056935952,1.007879890657648e-09,2.7649424416686936e-10,7.313856464907785e-10,0.7313856464907786,7.313856464907786,4.51351666838205,6.770275002573076,44.07731121466846,66.11596682200269,76.0,automatic,8.09876252107559,7.028274173747542,7.563518347411566,79.0894777448788,68.63548997800335,73.86248386144108,49,1.815797108882212
1.0,1,117.0,348.0,3.949327084834294,38.5676473128349,49.0,4673.004150390625,1.0780241689052945,9.989113980424236e-10,3.0703359299444344e-10,6.9187780504798e-10,0.6918778050479801,6.918778050479801,3.949327084834294,5.923990627251441,38.5676473128349,57.851470969252354,64.0,automatic,4.895523539397669,4.628131502643692,4.76182752102068,47.807847064430355,45.1965967055048,46.50222188496758,50,1.1428571428571388
2.0,2,198.0,377.0,4.1841419359420025,40.86076109318362,55.0,5245.208740234375,1.0786014609507295,1.809743244152173e-09,1.1791010390282963e-09,6.306422051238768e-10,0.6306422051238769,6.306422051238769,4.1841419359420025,6.276212903913004,40.86076109318362,61.29114163977543,64.0,automatic,7.623879359589385,3.597084998302991,5.610482178946188,74.45194687099008,35.12778318655265,54.789865028771366,52,1.496331602440727
36.0,33,263.0,377.0,4.950743503369154,48.34710452508939,77.0,7343.292236328125,0.9365934810850846,2.1984820630649438e-09,8.433052034462206e-10,1.355176859618723e-09,1.355176859618723,13.55176859618723,4.950743503369154,7.42611525505373,48.34710452508939,72.52065678763408,108.0,automatic,8.676458319908201,6.192359469370361,7.434408894639281,84.73103828035353,60.472260443069935,72.60164936171174,53,2.6407103824540425
41.0,38,338.0,385.0,4.787307364817192,46.751048484542885,72.0,6866.455078125,0.9958509024124148,2.100699614260293e-09,6.175000510921791e-10,1.4831995631681139e-09,1.483199563168114,14.83199563168114,4.787307364817192,7.180961047225788,46.751048484542885,70.12657272681433,92.0,automatic,8.726366088586488,6.0010533052475825,7.363709696917035,85.21841883385243,58.60403618405842,71.91122750895542,54,1.6677080080157918
40.0,37,393.0,385.0,5.232078956954491,51.0945210640087,86.0,8201.59912109375,1.0089541958843915,1.7161055909653555e-09,3.7072862835163534e-10,1.34537696261372e-09,1.3453769626137202,13.453769626137202,5.232078956954491,7.848118435431736,51.0945210640087,76.64178159601305,104.0,automatic,8.922243350559382,6.684429372990635,7.803336361775009,87.13128272030647,65.27763059561167,76.20445665795907,55,1.596457002063469
16.0,15,67.0,400.0,4.950743503369154,48.34710452508939,77.0,7343.292236328125,1.0650072150799437,1.824063011746091e-09,5.313567086329131e-10,1.292706303113178e-09,1.292706303113178,12.92706303113178,4.950743503369154,7.42611525505373,48.34710452508939,72.52065678763408,108.0,automatic,6.686692582872457,8.490855779309001,7.588774181090729,65.29973225461383,82.91851346981447,74.10912286221415,56,0.9120545384976427
39.0,36,370.0,407.0,4.886025119029199,47.71508905301952,75.0,7152.557373046875,0.961174230447395,1.817133776782498e-09,6.976272337588796e-10,1.1195065430236182e-09,1.1195065430236184,11.195065430236184,4.886025119029199,7.3290376785437985,47.71508905301952,71.57263357952928,108.0,automatic,6.154256440710677,6.931455390886457,6.542855915798567,60.10016055381521,67.68999405162556,63.89507730272038,57,0.5988136419435959
71.0,66,474.0,418.0,11.32602684669552,110.60573092476092,403.0,38433.074951171875,0.9262810863812236,5.660187429867847e-09,2.9102072141018454e-10,5.369166708457662e-09,5.369166708457662,53.69166708457662,11.32602684669552,16.98904027004328,110.60573092476092,165.9085963871414,484.0,automatic,21.678349658619364,20.29566736332494,20.987008510972153,211.7026333849547,198.19987659497016,204.9512549899624,58,0.40445888954462156
57.0,54,198.0,412.0,3.989422804014327,38.959207070452415,50.0,4768.37158203125,0.9193856936786337,-1.1313595615902727e-09,-2.006352306516135e-09,8.74992744925862e-10,0.8749927449258621,8.749927449258621,3.989422804014327,5.984134206021491,38.959207070452415,58.43881060567862,64.0,automatic,4.915715433252885,3.443991792354417,4.179853612803651,48.0050335278602,33.6327323472111,40.818882937535655,59,0.18973665961010994
63.0,59,435.0,421.0,3.78469878303024,36.95994905302969,45.0,4291.534423828125,1.1184735665493386,-1.2686920403126576e-09,-2.3258127646030853e-09,1.057120724290428e-09,1.057120724290428,10.57120724290428,3.78469878303024,5.6770481745453605,36.95994905302969,55.43992357954453,56.0,automatic,6.222394087910821,3.851044705189691,5.036719396550256,60.76556726475411,37.60785844911808,49.1867128569361,60,1.7568209223157802
15.0,14,72.0,427.0,3.699638510165959,36.12928232583945,43.0,4100.799560546875,1.126704741019566,1.1179615011513986e-09,3.9353129088759426e-10,7.244302102638044e-10,0.7244302102638045,7.244302102638045,3.699638510165959,5.549457765248939,36.12928232583945,54.193923488759175,52.0,automatic,5.268757782879078,4.5758399725195495,4.922298877699314,51.4527127234285,44.685937231636224,48.06932497753236,61,0.46336881035282695
7.0,6,249.0,432.0,4.3336224206596095,42.320531451754,59.0,5626.678466796875,1.1263025348086504,1.579963160303066e-09,3.8442603267352377e-10,1.1955371276295423e-09,1.1955371276295423,11.955371276295423,4.3336224206596095,6.500433630989415,42.320531451754,63.48079717763101,76.0,automatic,7.450046672040839,5.726128092689381,6.58808738236511,72.75436203164882,55.919219655169734,64.33679084340928,62,1.0
14.0,13,42.0,438.0,4.652426491681278,45.43385245782498,68.0,6484.9853515625,1.0354052171764776,2.122666709070131e-09,6.803693164414425e-10,1.4422973926286884e-09,1.4422973926286886,14.422973926286886,4.652426491681278,6.978639737521917,45.43385245782498,68.15077868673747,76.0,automatic,6.526033516158273,4.929853834223298,5.727943675190786,63.73079605623314,48.1431038498369,55.93694995303502,63,0.6143117227707479
10.0,9,152.0,443.0,3.826519928662906,37.36835867834869,46.0,4386.90185546875,0.9641786209295968,8.672311202495563e-10,6.377178646266302e-11,8.034593337868933e-10,0.8034593337868934,8.034593337868934,3.826519928662906,5.739779892994359,37.36835867834869,56.052538017523034,56.0,automatic,5.742988860341789,2.236436641700598,3.9897127510211936,56.08387558927529,21.8402015791074,38.96203858419134,64,2.3413760031019426
,70,308.0,446.0,4.222008245644752,41.23054927387454,56.0,5340.576171875,0.7572119781421084,1.5874649372804583e-09,7.743843066787547e-10,8.130806306017034e-10,0.8130806306017035,8.130806306017035,4.222008245644752,6.333012368467129,41.23054927387454,61.8458239108118,72.0,automatic,9.028365696922224,1.500482807171876,5.26442425204705,88.1676337590061,14.65315241378785,51.41039308639697,65,2.5264544204825006
38.0,35,359.0,450.0,4.950743503369154,48.34710452508939,77.0,7343.292236328125,1.0247884074778728,1.887491274388253e-09,5.783007406279238e-10,1.3091905337603291e-09,1.3091905337603291,13.091905337603292,4.950743503369154,7.42611525505373,48.34710452508939,72.52065678763408,108.0,automatic,7.26157820367334,6.630604001851188,6.946091102762264,70.91384964524745,64.751992205578,67.83292092541274,66,0.5974025974026063
11.0,10,112.0,458.0,4.918490759365935,48.03213632193296,76.0,7247.9248046875,1.1114295174621258,1.5669573416587923e-09,3.260790665260415e-10,1.2408782751327507e-09,1.2408782751327507,12.408782751327507,4.918490759365935,7.377736139048903,48.03213632193296,72.04820448289944,108.0,automatic,6.830650139983874,8.798349793798529,7.814499966891201,66.70556777328002,85.92138470506376,76.31347623917189,67,1.8392835531585972
8.0,7,183.0,461.0,4.259537945889915,41.597050252831195,57.0,5435.943603515625,0.9601152754312778,1.1656758891476215e-09,4.1976315479086423e-10,7.459127343567572e-10,0.7459127343567573,7.459127343567573,4.259537945889915,6.389306918834873,41.597050252831195,62.3955753792468,68.0,automatic,7.732044613055351,4.719711433521846,6.225878023288598,75.50824817436866,46.090931967986776,60.79959007117772,68,1.0580271076010364
46.0,43,444.0,463.0,4.222008245644752,41.23054927387454,56.0,5340.576171875,1.0490961686437292,1.2816150363192944e-09,2.3353175643281427e-10,1.0480832798864803e-09,1.0480832798864803,10.480832798864803,4.222008245644752,6.333012368467129,41.23054927387454,61.8458239108118,72.0,automatic,7.555577168333558,5.826659884194532,6.691118526264045,73.7849332845074,56.90097543158723,65.34295435804732,69,1.134455726733467
13.0,12,49.0,469.0,3.385137501286538,33.057983411001345,36.0,3433.2275390625,0.8323186781348109,1.5663490504636e-09,8.044070964885464e-10,7.619419539750537e-10,0.7619419539750538,7.619419539750538,3.385137501286538,5.077706251929807,33.057983411001345,49.58697511650202,44.0,automatic,7.196800786082472,3.9355125954303087,5.56615669075639,70.28125767658663,38.43274018974911,54.35699893316787,70,1.0632032893891334
58.0,55,17.0,473.0,4.406461512053774,43.031850703650136,61.0,5817.413330078125,0.6821981751872706,-1.219108702876781e-09,-2.101146812094612e-09,8.820381092178308e-10,0.8820381092178309,8.820381092178309,4.406461512053774,6.609692268080661,43.031850703650136,64.5477760554752,76.0,automatic,7.849790413848751,1.963102907362119,4.906446660605435,76.65810951024172,19.170926829708193,47.914518169974954,71,2.419852052487061
37.0,34,322.0,490.0,4.820437914901168,47.07458901270672,73.0,6961.822509765625,1.1115379537335714,1.598125076718304e-09,5.066772557071886e-10,1.0914478210111156e-09,1.0914478210111156,10.914478210111156,4.820437914901168,7.230656872351752,47.07458901270672,70.61188351906009,100.0,automatic,7.317940273009221,6.672674650597779,6.9953074618035,71.46426047860567,65.16283838474394,68.3135494316748,72,2.5949776108669766
66.0,61,243.0,503.0,10.689866656791414,104.39322907022866,359.0,34236.907958984375,0.7872813059467043,5.398941294032511e-09,7.787859246377592e-10,4.620155369394752e-09,4.620155369394752,46.20155369394752,10.689866656791414,16.03479998518712,104.39322907022866,156.58984360534296,322.0,automatic,22.736179987457497,,22.736179987457497,222.0330076900146,,222.0330076900146,73,2.1551825632013397
