cx,cy,r,area,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,background_inner_radius_px,background_outer_radius_px,background_pixel_count,manual_status
33.0,0.0,2.876813695875796,26.0,0.9016813505999702,-1.390244985799427e-08,-1.5473891501471826e-08,1.5714416434775558e-09,1.5714416434775558,15.714416434775558,2.876813695875796,4.315220543813694,20.0,automatic
190.0,1.0,2.5231325220201604,20.0,1.1756192128925151,-1.3749555272113412e-08,-1.5319020718607135e-08,1.569465446493723e-09,1.569465446493723,15.69465446493723,2.5231325220201604,3.7846987830302403,15.0,automatic
345.0,3.0,3.949327084834294,49.0,0.9179591475632631,-1.4689364391529125e-08,-1.6219567022801584e-08,1.5302026312724593e-09,1.5302026312724593,15.302026312724593,3.949327084834294,5.923990627251441,48.0,automatic
376.0,0.0,2.6462837142006137,22.0,1.1582165719738482,-1.615018874190355e-08,-1.6884140308093265e-08,7.339515661897167e-10,0.7339515661897167,7.339515661897167,2.6462837142006137,3.9694255713009206,13.0,automatic
428.0,3.0,3.0382538898732494,29.0,1.1689103329366752,-1.4278094262465402e-08,-1.5940621267418464e-08,1.6625270049530627e-09,1.6625270049530627,16.625270049530627,3.0382538898732494,4.557380834809874,35.0,automatic
443.0,3.0,3.141274657157109,31.0,1.2158780105262765,-1.397151905280225e-08,-1.5102472161743208e-08,1.1309531089409575e-09,1.1309531089409575,11.309531089409575,3.141274657157109,4.7119119857356635,35.0,automatic
302.0,4.0,2.326213245840639,17.0,1.2503645434029418,-1.526616344449394e-08,-1.6012805303944333e-08,7.466418594503921e-10,0.7466418594503921,7.466418594503921,2.326213245840639,3.4893198687609583,16.0,automatic
289.0,8.0,3.5682482323055424,40.0,0.9730841361922956,-1.4115033586392656e-08,-1.589066922491611e-08,1.775635638523454e-09,1.775635638523454,17.75635638523454,3.5682482323055424,5.352372348458314,52.0,automatic
158.0,10.0,3.477898169151024,38.0,1.137914400511144,-1.5067168845916967e-08,-1.671151483861877e-08,1.6443459927018012e-09,1.6443459927018012,16.44345992701801,3.477898169151024,5.216847253726536,52.0,automatic
411.0,9.0,2.985410660720923,28.0,1.2073870691739297,-1.4130544734314299e-08,-1.5951019172177894e-08,1.820474437863595e-09,1.820474437863595,18.20474437863595,2.985410660720923,4.478115991081385,44.0,automatic
486.0,10.0,3.8678889139475245,47.0,1.0340231824193642,-1.3880304017277467e-08,-1.5572965139654116e-08,1.6926611223766486e-09,1.6926611223766486,16.926611223766486,3.8678889139475245,5.801833370921287,56.0,automatic
323.0,9.0,1.9544100476116797,12.0,1.4373655585403924,-1.5989305879315907e-08,-1.6602949237665143e-08,6.136433583492362e-10,0.6136433583492362,6.136433583492362,1.9544100476116797,2.9544100476116797,16.0,automatic
258.0,12.0,3.431831258788849,37.0,1.1741605384881053,-1.3522916120223272e-08,-1.54394363960364e-08,1.9165202758131272e-09,1.9165202758131272,19.165202758131272,3.431831258788849,5.147746888183273,52.0,automatic
104.0,13.0,2.7057581899030048,23.0,1.314460457011912,-1.4377979695723297e-08,-1.5667576569455832e-08,1.2895968737325347e-09,1.2895968737325347,12.895968737325347,2.7057581899030048,4.058637284854507,28.0,automatic
120.0,14.0,2.5854414729132054,21.0,1.414906721688199,-1.4853505980738646e-08,-1.555307971301545e-08,6.995737322768036e-10,0.6995737322768036,6.995737322768036,2.5854414729132054,3.8781622093698083,24.0,automatic
390.0,15.0,2.8209479177387813,25.0,1.1559981640761265,-1.6039908956599902e-08,-1.687864337185374e-08,8.38734415253839e-10,0.838734415253839,8.38734415253839,2.8209479177387813,4.231421876608172,36.0,automatic
245.0,17.0,3.0382538898732494,29.0,1.1689103329366752,-1.4008355364580893e-08,-1.564684826149687e-08,1.6384928969159773e-09,1.6384928969159773,16.384928969159773,3.0382538898732494,4.557380834809874,40.0,automatic
91.0,18.0,3.431831258788849,37.0,1.2464654452967467,-1.3641138885134296e-08,-1.548880579349543e-08,1.8476669083611341e-09,1.8476669083611341,18.47666908361134,3.431831258788849,5.147746888183273,52.0,automatic
2.0,19.0,2.985410660720923,28.0,1.2073870691739297,-1.3182805069789083e-08,-1.5089056226713637e-08,1.9062511569245544e-09,1.9062511569245544,19.062511569245544,2.985410660720923,4.478115991081385,32.0,automatic
172.0,19.0,3.826519928662906,46.0,0.6649012395702193,-1.5189682400773563e-08,-1.6473014952111953e-08,1.2833325513383897e-09,1.2833325513383897,12.833325513383897,3.826519928662906,5.739779892994359,56.0,automatic
470.0,20.0,2.876813695875796,26.0,1.3328282662203883,-1.3843610702224396e-08,-1.5604989300754823e-08,1.7613785985304276e-09,1.7613785985304276,17.613785985304276,2.876813695875796,4.315220543813694,36.0,automatic
503.0,20.0,2.876813695875796,26.0,1.3328282662203883,-1.4099748923968036e-08,-1.5090257043937072e-08,9.905081199690358e-10,0.9905081199690358,9.905081199690358,2.876813695875796,4.315220543813694,36.0,automatic
133.0,22.0,3.6996385101659595,43.0,1.1267047410195665,-1.2459079101745374e-08,-1.551928807685954e-08,3.0602089751141648e-09,3.060208975114165,30.602089751141648,3.6996385101659595,5.549457765248939,52.0,automatic
356.0,21.0,2.6462837142006137,22.0,1.25731000235922,-1.6259733115475683e-08,-1.7098314764041334e-08,8.385816485656505e-10,0.8385816485656505,8.385816485656505,2.6462837142006137,3.9694255713009206,24.0,automatic
75.0,23.0,3.3377905890622728,35.0,1.1106924012725323,-1.3444216406810483e-08,-1.5744660686323186e-08,2.3004442795127034e-09,2.3004442795127034,23.004442795127034,3.3377905890622728,5.006685883593409,44.0,automatic
148.0,23.0,2.0342144725641096,13.0,1.5571460217520925,-1.5566742561645697e-08,-1.629155654825354e-08,7.248139866078418e-10,0.7248139866078418,7.248139866078418,2.0342144725641096,3.0513217088461646,16.0,automatic
196.0,24.0,3.826519928662906,46.0,0.9917822353928708,-1.380133518580351e-08,-1.600526466916108e-08,2.2039294833575696e-09,2.2039294833575696,22.039294833575696,3.826519928662906,5.739779892994359,56.0,automatic
235.0,30.0,4.259537945889915,57.0,0.5339150143990409,-1.5549094456446255e-08,-1.618874989617325e-08,6.396554397269938e-10,0.6396554397269938,6.396554397269938,4.259537945889915,6.389306918834873,68.0,automatic
338.0,27.0,2.876813695875796,26.0,1.3328282662203883,-1.4242068857583945e-08,-1.5585501778048183e-08,1.3434329204642381e-09,1.3434329204642381,13.434329204642381,2.876813695875796,4.315220543813694,36.0,automatic
363.0,28.0,3.5682482323055424,40.0,1.1978046321169942,-1.4467304687570959e-08,-1.643445646237751e-08,1.9671517748065526e-09,1.9671517748065526,19.671517748065526,3.5682482323055424,5.352372348458314,52.0,automatic
54.0,33.0,3.1915382432114616,32.0,1.1768136879086513,-1.3956788613711524e-08,-1.6099990673978937e-08,2.143202060267413e-09,2.143202060267413,21.43202060267413,3.1915382432114616,4.787307364817193,32.0,automatic
451.0,31.0,3.1915382432114616,32.0,1.1768136879086513,-1.3999946091303173e-08,-1.595138954257891e-08,1.951443451275736e-09,1.9514434512757362,19.51443451275736,3.1915382432114616,4.787307364817193,32.0,automatic
171.0,33.0,2.4592453796829674,19.0,1.3268842295691072,-1.521021530948019e-08,-1.640191271690128e-08,1.1916974074210884e-09,1.1916974074210884,11.916974074210884,2.4592453796829674,3.6888680695244513,24.0,automatic
320.0,32.0,2.7057581899030048,23.0,1.314460457011912,-1.441789976297514e-08,-1.5739987979657144e-08,1.3220882166820047e-09,1.3220882166820047,13.220882166820047,2.7057581899030048,4.058637284854507,28.0,automatic
259.0,35.0,2.5854414729132054,21.0,1.3009126076835016,-1.5306333978060138e-08,-1.6746211528584354e-08,1.4398775505242156e-09,1.4398775505242156,14.398775505242156,2.5854414729132054,3.8781622093698083,24.0,automatic
380.0,35.0,3.431831258788849,37.0,1.2033266998743648,-1.3693618683419118e-08,-1.583270492488964e-08,2.1390862414705225e-09,2.1390862414705225,21.390862414705225,3.431831258788849,5.147746888183273,52.0,automatic
424.0,35.0,2.9316150714175193,27.0,1.248478017202216,-1.605561372741704e-08,-1.7156484233282754e-08,1.1008705058657142e-09,1.1008705058657142,11.008705058657142,2.9316150714175193,4.397422607126279,36.0,automatic
88.0,34.0,2.256758334191025,16.0,1.4796776500174416,-1.5143079679091898e-08,-1.6097269295300976e-08,9.54189616209078e-10,0.9541896162090779,9.54189616209078,2.256758334191025,3.385137501286538,16.0,automatic
304.0,36.0,3.2897623212397704,34.0,1.1454006794618754,-1.3879078331058281e-08,-1.583179010111735e-08,1.952711770059068e-09,1.952711770059068,19.52711770059068,3.2897623212397704,4.934643481859656,32.0,automatic
490.0,37.0,2.7057581899030048,23.0,1.314460457011912,-1.413691030904829e-08,-1.532472282406161e-08,1.18781251501332e-09,1.18781251501332,11.8781251501332,2.7057581899030048,4.058637284854507,28.0,automatic
23.0,39.0,1.9544100476116797,12.0,1.5079644737231006,-1.4671675430122377e-08,-1.5574126877027084e-08,9.024514469047062e-10,0.9024514469047062,9.024514469047062,1.9544100476116797,2.9544100476116797,16.0,automatic
8.0,40.0,3.7846987830302403,45.0,0.8166919205711597,-1.3243156793407707e-08,-1.5488648585915143e-08,2.245491792507437e-09,2.245491792507437,22.45491792507437,3.7846987830302403,5.6770481745453605,56.0,automatic
