qd_number,cx,cy,r,r_A,area,area_A2,circularity,peak_value_m,local_background_m,local_height_m,local_height_nm,local_height_A,fwhm_x_px,fwhm_y_px,fwhm_px,fwhm_x_A,fwhm_y_A,fwhm_A,background_inner_radius_A,background_outer_radius_A,manual_status
,396.0,222.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.5505016159877982e-09,1.643933461581426e-10,1.3861082698296556e-09,1.3861082698296556,13.861082698296556,4.606811065999892,3.960692634782717,4.283751850391305,44.9883893164052,38.67863901154997,41.83351416397758,100.98978155220682,151.4846723283102,false_negative
,384.0,253.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.3401824094927406e-09,2.8737512369758633e-11,1.311444897122982e-09,1.311444897122982,13.11444897122982,3.4467868482968953,4.189575479198737,3.8181811637478162,33.66002781539937,40.913823039050165,37.286925427224766,100.98978155220682,151.4846723283102,false_negative
,342.0,268.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,2.035286827961613e-09,1.737307381288744e-10,1.8615560898327388e-09,1.8615560898327388,18.615560898327388,9.427744803747803,13.827082204045716,11.62741350389676,92.06782034909963,135.03009964888395,113.54895999899179,100.98978155220682,151.4846723283102,false_negative
,488.0,212.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,5.130391222962771e-09,5.665239666274857e-10,4.5638672563352856e-09,4.563867256335286,45.638672563352856,14.811537156932093,16.68695285681751,15.749245006874801,144.64391754816498,162.9585239923585,153.80122077026172,100.98978155220682,151.4846723283102,false_negative
,384.0,92.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,3.933465109184908e-09,7.470325469327577e-10,3.1864325622521505e-09,3.1864325622521505,31.864325622521505,12.86295611860405,10.168309969830059,11.515633044217054,125.61480584574268,99.29990204912167,112.45735394743217,100.98978155220682,151.4846723283102,false_negative
,118.0,486.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.243452119048527e-09,7.998905010575541e-11,1.1634630689427716e-09,1.1634630689427716,11.634630689427716,9.676750972550455,12.416110371860935,11.046430672205695,94.49952121631303,121.25107785020444,107.87529953325874,100.98978155220682,151.4846723283102,false_negative
,119.0,459.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,9.40122091286355e-10,-2.3659912917750603e-10,1.176721220463861e-09,1.176721220463861,11.76721220463861,8.941735180557615,8.323503685769417,8.632619433163516,87.32163262263296,81.28421568134196,84.30292415198745,100.98978155220682,151.4846723283102,false_negative
,37.0,396.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.4657428604181177e-09,4.227580611970705e-11,1.4234670542984107e-09,1.4234670542984107,14.234670542984107,9.033467478832453,7.056605072103462,8.045036275467957,88.21745584797317,68.91215890726038,78.56480737761677,100.98978155220682,151.4846723283102,false_negative
,122.0,324.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.3594311232267842e-09,-8.256366944292548e-12,1.3676874901710767e-09,1.3676874901710767,13.676874901710768,5.894121668890104,1.6500145174250633,3.772068093157584,57.55978192275492,16.113423021729133,36.83660247224203,100.98978155220682,151.4846723283102,false_negative
,18.0,260.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.6072951858348006e-09,2.3734535170572e-10,1.3699498341290806e-09,1.3699498341290806,13.699498341290806,10.928147869687114,7.794267621693528,9.361207745690322,106.72019403991322,76.11589474310087,91.41804439150705,100.98978155220682,151.4846723283102,false_negative
,9.0,192.0,10.341353630945978,100.98978155220682,336.0,32043.45703125,1.0,5.977749406582689e-10,2.3976848284590346e-10,3.580064578123654e-10,0.3580064578123654,3.580064578123654,2.767865092202692,1.7926980432942727,2.2802815677484825,27.029932541041916,17.506816829045633,22.268374685043774,100.98978155220682,151.4846723283102,false_negative
,114.0,103.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.4868266617895642e-09,5.06667693911389e-11,1.4361598923984253e-09,1.4361598923984253,14.361598923984253,3.601740970165139,2.850780209511907,3.226260589838523,35.17325166176894,27.839650483514713,31.506451072641823,100.98978155220682,151.4846723283102,false_negative
,84.0,26.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.33470501317845e-09,2.25277123344636e-10,1.109427889833814e-09,1.109427889833814,11.094278898338139,7.096026969654556,4.743005113668584,5.91951604166157,69.29713837553277,46.31840931316977,57.80777384435127,100.98978155220682,151.4846723283102,false_negative
,268.0,53.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,7.785927458314745e-10,1.7278388442232284e-10,6.058088614091517e-10,0.6058088614091517,6.058088614091517,9.1333127679479,1.1935078294474302,5.163410298697665,89.1925074994912,11.65534989694756,50.423928698219385,100.98978155220682,151.4846723283102,false_negative
,262.0,89.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.1305448799348028e-09,2.61609622853598e-10,8.689352570812048e-10,0.8689352570812048,8.689352570812048,7.521765252195127,6.563087704002573,7.04242647809885,73.45473879096804,64.09265335940013,68.77369607518408,100.98978155220682,151.4846723283102,false_negative
,291.0,108.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.1293309620796776e-09,3.27506632924468e-10,8.018243291552096e-10,0.8018243291552096,8.018243291552096,6.648796679311133,4.025065396959427,5.33693103813528,64.92965507139778,39.307279267181904,52.11846716928984,100.98978155220682,151.4846723283102,false_negative
,455.0,137.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,6.801115781662759e-10,-9.436958853248356e-11,7.744811666987594e-10,0.7744811666987594,7.744811666987594,5.392750462109966,6.274650946299801,5.833700704204883,52.663578731542636,61.27588814745899,56.969733439500814,100.98978155220682,151.4846723283102,false_negative
,460.0,295.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,1.2877440225267378e-09,9.305677062254603e-11,1.1946872519041918e-09,1.1946872519041918,11.946872519041918,6.357404712491796,2.475503691371344,4.41645420193157,62.084030395427696,24.17484073604828,43.129435565737985,100.98978155220682,151.4846723283102,false_negative
,424.0,358.0,10.341353630945978,100.98978155220682,341.0,32520.294189453125,1.0,3.023161276871633e-09,4.81753748005076e-10,2.541407528866557e-09,2.541407528866557,25.414075288665572,11.334705695969706,9.421601513199693,10.3781536045847,110.69048531220416,92.00782727734075,101.34915629477246,100.98978155220682,151.4846723283102,false_negative
